movieId,title,runtime,poster,year,genre,director,language,genre_name,language_name,runtime_name,rating_1,rating_2,cast,soup
101088,Stoker,99,https://image.tmdb.org/t/p/w500//o0giW5oasaef5m9sgBuq0C7IkIa.jpg,2013,5,Park Chan-wook,1,Drama,English,1h 39min,2.0,2.0,Mia Wasikowska, miawasikowska nicolekidman matthewgoode parkchan-wook parkchan-wook parkchan-wook drama horror thriller foxsearchlightpictures scottfreeproductions indianpaintbrush
86880,Pirates of the Caribbean: On Stranger Tides,136,https://image.tmdb.org/t/p/w500//8fxendLObfOewRllxiM4X9Ey7S4.jpg,2011,6,Rob Marshall,1,Others,English,2h 16min,3.6,2.9,Johnny Depp,sea captain mutiny johnnydepp penélopecruz ianmcshane robmarshall robmarshall robmarshall adventure action fantasy waltdisneypictures jerrybruckheimerfilms movingpicturecompany(mpc)
101864,Oblivion,124,https://image.tmdb.org/t/p/w500//2ncs7hqBsEjFMqt6Y7ShBCO9tWs.jpg,2013,1,Joseph Kosinski,1,Action,English,2h 4min,4.0,3.4,Tom Cruise,spacecraft dystopia space tomcruise morganfreeman olgakurylenko josephkosinski josephkosinski josephkosinski action sciencefiction adventure universalpictures cherninentertainment relativitymedia
122924,X-Men: Apocalypse,144,https://image.tmdb.org/t/p/w500//2mtQwJKVKQrZgTz49Dizb25eOQQ.jpg,2016,6,Bryan Singer,1,Others,English,2h 24min,3.6,3.3,James McAvoy,mutant supernaturalpowers marvelcomic jamesmcavoy michaelfassbender jenniferlawrence bryansinger bryansinger bryansinger sciencefiction twentiethcenturyfoxfilmcorporation donners'company marvelentertainment
74789,Alice in Wonderland,108,https://image.tmdb.org/t/p/w500//o0kre9wRCZz3jjSjaru7QU0UtFz.jpg,2010,6,Tim Burton,1,Others,English,1h 48min,3.9,3.4,Mia Wasikowska,basedonnovel fictionalplace queen miawasikowska johnnydepp annehathaway timburton timburton timburton family fantasy adventure waltdisneypictures teamtodd timburtonproductions
135887,Minions,91,https://image.tmdb.org/t/p/w500//vlOgaxUiMOA8sPDG9n3VhQabnEi.jpg,2015,6,Kyle Balda,1,Others,English,1h 31min,4.2,3.4,Sandra Bullock,assistant aftercreditsstinger duringcreditsstinger sandrabullock jonhamm michaelkeaton kylebalda kylebalda kylebalda family animation adventure universalpictures illuminationentertainment
5378,Star Wars: Episode II - Attack of the Clones,142,https://image.tmdb.org/t/p/w500//oZNPzxqM2s5DyVWab09NTQScDQt.jpg,2002,6,George Lucas,1,Others,English,2h 22min,4.1,3.4,Ewan McGregor,senate investigation army ewanmcgregor natalieportman haydenchristensen georgelucas georgelucas georgelucas adventure action sciencefiction lucasfilm
103253,Elysium,109,https://image.tmdb.org/t/p/w500//9gHYsAmtwKfPvP5YMSnzdYp5Vok.jpg,2013,6,Neill Blomkamp,1,Others,English,1h 49min,3.8,3.1,Matt Damon,dystopia mattdamon jodiefoster sharltocopley neillblomkamp neillblomkamp neillblomkamp sciencefiction action drama tristarpictures mediarightscapital sonypicturesentertainment(spe)
6934,The Matrix Revolutions,129,https://image.tmdb.org/t/p/w500//8IpEO76zc1GuHiFVE5aCEL03qJs.jpg,2003,6,Lilly Wachowski,1,Others,English,2h 9min,4.0,3.3,Keanu Reeves,savingtheworld artificialintelligence manvsmachine keanureeves laurencefishburne carrie-annemoss lillywachowski lillywachowski lillywachowski adventure action thriller villageroadshowpictures npventertainment silverpictures
117895,Maze Runner: The Scorch Trials,132,https://image.tmdb.org/t/p/w500//mYw7ZyejqSCPFlrT2jHZOESZDU3.jpg,2015,1,Wes Ball,1,Action,English,2h 12min,3.9,3.3,Dylan O'Brien,basedonnovel resistance maze dylano'brien kayascodelario thomasbrodie-sangster wesball wesball wesball action gothamgroup templehillentertainment tsgentertainment
6373,Bruce Almighty,101,https://image.tmdb.org/t/p/w500//nF9hly6Dk2pcQFSnuxugI34RpCC.jpg,2003,6,Tom Shadyac,1,Others,English,1h 41min,4.1,3.3,Jim Carrey,christianity moon responsability jimcarrey jenniferaniston philipbakerhall tomshadyac tomshadyac tomshadyac fantasy comedy universalpictures spyglassentertainment shadyacresentertainment
99007,Warm Bodies,97,https://image.tmdb.org/t/p/w500//pvVpl38YOBDOANb0pWbXFb8X3iZ.jpg,2013,2,Jonathan Levine,1,Horror,English,1h 37min,4.1,3.5,Nicholas Hoult,post-apocalyptic dystopia zombie nicholashoult teresapalmer analeightipton jonathanlevine jonathanlevine jonathanlevine horror comedy romance summitentertainment
60072,Wanted,110,https://image.tmdb.org/t/p/w500//cbDMsV4VJAL2xJ2JXdWWjmUXZkT.jpg,2008,1,Timur Bekmambetov,1,Action,English,1h 50min,3.6,3.0,Angelina Jolie,assassin lossoffather secretsociety angelinajolie jamesmcavoy morganfreeman timurbekmambetov timurbekmambetov timurbekmambetov action thriller crime universalpictures spyglassentertainment bazelevsproduction
1917,Armageddon,151,https://image.tmdb.org/t/p/w500//eTM3qtGhDU8cvjpoa6KEt5E2auU.jpg,1998,1,Michael Bay,1,Action,English,2h 31min,3.9,3.3,Bruce Willis,savingtheworld paris moon brucewillis billybobthornton benaffleck michaelbay michaelbay michaelbay action thriller sciencefiction jerrybruckheimerfilms touchstonepictures valhallamotionpictures
2706,American Pie,95,https://image.tmdb.org/t/p/w500//xqvX5A24dbIWaeYsMTxxKX5qOfz.jpg,1999,3,Chris Weitz,1,Comedy,English,1h 35min,4.0,3.5,Jason Biggs,graduation comingofage jasonbiggs chrisklein thomasiannicholas chrisweitz chrisweitz chrisweitz comedy romance universalpictures summitentertainment newmarketcapitalgroup
57368,Cloverfield,85,https://image.tmdb.org/t/p/w500//dJe4s2h9hac0Fu3pQVV4OuWe8kU.jpg,2008,1,Matt Reeves,1,Action,English,1h 25min,4.1,3.5,Lizzy Caplan,helicopter monster skyscraper lizzycaplan jessicalucas odetteannable mattreeves mattreeves mattreeves action thriller sciencefiction paramountpictures badrobot
8984,Ocean's Twelve,125,https://image.tmdb.org/t/p/w500//4y8WH1lIpXp0qxUWkYmObhuMRIU.jpg,2004,6,Steven Soderbergh,1,Others,English,2h 5min,3.8,3.2,George Clooney,sequel georgeclooney bradpitt catherinezeta-jones stevensoderbergh stevensoderbergh stevensoderbergh thriller crime villageroadshowpictures sectioneight jerryweintraubproductions
53972,Live Free or Die Hard,128,https://image.tmdb.org/t/p/w500//smfNnLNbjNgpiOS7npW8mxF9A5Z.jpg,2007,1,Len Wiseman,1,Action,English,2h 8min,4.2,3.7,Bruce Willis,usa washingtond.c. helicopter brucewillis justinlong timothyolyphant lenwiseman lenwiseman lenwiseman action thriller ingeniousfilmpartners twentiethcenturyfoxfilmcorporation duneentertainment
5219,Resident Evil,100,https://image.tmdb.org/t/p/w500//5Cn4wNaXLF4GBQ4ntzvyRtuZ4RG.jpg,2002,2,Paul W.S. Anderson,1,Horror,English,1h 40min,3.9,3.3,Milla Jovovich,undercover mutant dystopia millajovovich michellerodriguez ericmabius paulw.s.anderson paulw.s.anderson paulw.s.anderson horror action sciencefiction impactpictures davis-films newlegacy
8972,National Treasure,131,https://image.tmdb.org/t/p/w500//20MSnfTICmwvAs2YJTqcSTjwBDc.jpg,2004,6,Jon Turteltaub,1,Others,English,2h 11min,4.3,3.7,Nicolas Cage,riddle treasure treasurehunt nicolascage dianekruger justinbartha jonturteltaub jonturteltaub jonturteltaub adventure action thriller waltdisneypictures jerrybruckheimerfilms saturnfilms
103339,White House Down,131,https://image.tmdb.org/t/p/w500//hXLScIERphkTsMGdfKKvF4p4SPB.jpg,2013,1,Roland Emmerich,1,Action,English,2h 11min,2.8,2.2,Channing Tatum,usapresident conspiracy secretservice channingtatum jamiefoxx joeyking rolandemmerich rolandemmerich rolandemmerich action drama thriller columbiapictures centropolisentertainment ironhorseentertainment(ii)
64969,Yes Man,104,https://image.tmdb.org/t/p/w500//16zVbgFLTUaUTG1wQHuGjfWNuDM.jpg,2008,3,Peyton Reed,1,Comedy,English,1h 44min,4.0,3.4,Jim Carrey,bungee-jump jimcarrey zooeydeschanel rhysdarby peytonreed peytonreed peytonreed comedy villageroadshowpictures thezanuckcompany heydayfilms
95105,Madagascar 3: Europe's Most Wanted,93,https://image.tmdb.org/t/p/w500//ekraj4ksvIKeuvQVEevEJkuybZd.jpg,2012,4,Conrad Vernon,1,Animation,English,1h 33min,2.6,1.9,Ben Stiller,madagascar 3d benstiller sachabaroncohen davidschwimmer conradvernon conradvernon conradvernon animation family dreamworksanimation
113378,The Giver,94,https://image.tmdb.org/t/p/w500//ckchcez2u40myIAgkfdVyzofX2T.jpg,2014,5,Phillip Noyce,1,Drama,English,1h 34min,3.0,2.4,Jeff Bridges,dystopia blackandwhite jeffbridges merylstreep brentonthwaites phillipnoyce phillipnoyce phillipnoyce drama sciencefiction theweinsteincompany waldenmedia tonikproductions
31685,Hitch,118,https://image.tmdb.org/t/p/w500//63pBekwgDeDthPZzADssCmSrYwL.jpg,2005,3,Andy Tennant,1,Comedy,English,1h 58min,4.2,3.5,Will Smith,romanticcomedy dating willsmith evamendes kevinjames andytennant andytennant andytennant comedy drama romance columbiapicturescorporation overbrookentertainment
344,Ace Ventura: Pet Detective,86,https://image.tmdb.org/t/p/w500//pqiRuETmuSybfnVZ7qyeoXhQyN1.jpg,1994,3,Tom Shadyac,1,Comedy,English,1h 26min,3.8,3.1,Jim Carrey,dolphin mascot jimcarrey seanyoung courteneycox tomshadyac tomshadyac tomshadyac comedy mystery warnerbros. morgancreekproductions
5502,Signs,106,https://image.tmdb.org/t/p/w500//hyZkNEbNgnciUVTyu4NZTjlCh4L.jpg,2002,5,M. Night Shyamalan,1,Drama,English,1h 46min,4.0,3.4,Mel Gibson,"water farm melgibson joaquinphoenix roryculkin m.nightshyamalan m.nightshyamalan m.nightshyamalan drama thriller sciencefiction kennedy/marshallcompany,the touchstonepictures blindingedgepictures"
140928,Joy,124,https://image.tmdb.org/t/p/w500//drHYguFkQO4nQQFUhRYqIbl45oT.jpg,2015,5,David O. Russell,1,Drama,English,2h 4min,2.2,1.6,Jennifer Lawrence,factory inventor strongwoman jenniferlawrence bradleycooper robertdeniro davido.russell davido.russell davido.russell drama comedy fox2000pictures davisentertainment annapurnapictures
42738,Underworld: Evolution,106,https://image.tmdb.org/t/p/w500//oJaQG353uOzOqffQ5K2hg03k4Vp.jpg,2006,6,Len Wiseman,1,Others,English,1h 46min,3.9,3.4,Kate Beckinsale,budapest key vampire katebeckinsale scottspeedman tonycurran lenwiseman lenwiseman lenwiseman fantasy action sciencefiction lakeshoreentertainment screengems
103810,RED 2,116,https://image.tmdb.org/t/p/w500//jW7bHZgkHKUtUJCsThFuqbZGVUL.jpg,2013,1,Dean Parisot,1,Action,English,1h 56min,3.8,3.2,Bruce Willis,paris londonengland cia brucewillis catherinezeta-jones anthonyhopkins deanparisot deanparisot deanparisot action comedy crime dccomics dibonaventurapictures summitentertainment
8965,The Polar Express,100,https://image.tmdb.org/t/p/w500//zCuq1sy3xwbJJytFttp2qItqdc8.jpg,2004,6,Robert Zemeckis,1,Others,English,1h 40min,3.6,3.0,Tom Hanks,santaclaus nerd faith tomhanks michaeljeter nonagaye robertzemeckis robertzemeckis robertzemeckis adventure animation family goldenmean playtone imagemovers
91976,The Grey,117,https://image.tmdb.org/t/p/w500//a0Vt3wx8ciKmPt4iXPx9sH4HBVU.jpg,2012,1,Joe Carnahan,1,Action,English,1h 57min,3.0,2.2,Liam Neeson,alcohol isolation wolf liamneeson dermotmulroney frankgrillo joecarnahan joecarnahan joecarnahan action drama thriller scottfreeproductions 1984privatedefensecontractors ldentertainment
1485,Liar Liar,86,https://image.tmdb.org/t/p/w500//p1habYSdC7oD3WygQ5lynU5G5rV.jpg,1997,3,Tom Shadyac,1,Comedy,English,1h 26min,4.0,3.4,Jim Carrey,california workaholic birthday jimcarrey mauratierney caryelwes tomshadyac tomshadyac tomshadyac comedy imagineentertainment universalpictures
60397,Mamma Mia!,108,https://image.tmdb.org/t/p/w500//zdUA4FNHbXPadzVOJiU0Rgn6cHR.jpg,2008,3,Phyllida Lloyd,1,Comedy,English,1h 48min,4.2,3.6,Meryl Streep,singleparent greece musical merylstreep piercebrosnan amandaseyfried phyllidalloyd phyllidalloyd phyllidalloyd comedy romance universalpictures internationalefilmproduktionrichter playtone
3409,Final Destination,98,https://image.tmdb.org/t/p/w500//g4dkGtWdc1eQ9JL1kta6LC0DlGS.jpg,2000,2,James Wong,1,Horror,English,1h 38min,3.7,3.2,Devon Sawa,corpse devonsawa alilarter kerrsmith jameswong jameswong jameswong horror newlinecinema zide-perryproductions hardeightpictures
100383,Side Effects,106,https://image.tmdb.org/t/p/w500//dk10bwGyj8aRdOTl3EkgATEefh2.jpg,2013,6,Steven Soderbergh,1,Others,English,1h 46min,4.4,3.7,Jude Law,fraud cover-up murder judelaw rooneymara catherinezeta-jones stevensoderbergh stevensoderbergh stevensoderbergh thriller crime drama dibonaventurapictures endgameentertainment universal
113453,Let's Be Cops,104,https://image.tmdb.org/t/p/w500//pf4FoUr2phn5WyZjU7rLXSiW1Ve.jpg,2014,3,Luke Greenfield,1,Comedy,English,1h 44min,3.0,2.5,Jake Johnson,corruption robbery kidnapping jakejohnson damonwayansjr. ninadobrev lukegreenfield lukegreenfield lukegreenfield comedy twentiethcenturyfoxfilmcorporation wideawake genrefilms
58998,Forgetting Sarah Marshall,111,https://image.tmdb.org/t/p/w500//j2KXt3gObsAaRj9RKpCp8tiosTk.jpg,2008,3,Nicholas Stoller,1,Comedy,English,1h 51min,4.2,3.6,Jason Segel,hawaii one-nightstand beauty jasonsegel kristenbell milakunis nicholasstoller nicholasstoller nicholasstoller comedy romance drama universalpictures apatowproductions
102720,Epic,102,https://image.tmdb.org/t/p/w500//rdi6MYgAhLlgomEERtmYtrH8ItY.jpg,2013,4,Chris Wedge,1,Animation,English,1h 42min,3.8,3.1,Josh Hutcherson,fantasy joshhutcherson amandaseyfried colinfarrell chriswedge chriswedge chriswedge animation adventure family blueskystudios twentiethcenturyfoxanimation
4701,Rush Hour 2,90,https://image.tmdb.org/t/p/w500//aBQf2vMiCINeVC9v6BGVYKXurTh.jpg,2001,1,Brett Ratner,1,Action,English,1h 30min,4.1,3.5,Chris Tucker,duringcreditsstinger christucker jackiechan zhangziyi brettratner brettratner brettratner action comedy crime newlinecinema
6936,Elf,97,https://image.tmdb.org/t/p/w500//zDHFQmaxlTIJGQDfTrLTL9RK2tQ.jpg,2003,3,Jon Favreau,1,Comedy,English,1h 37min,4.1,3.4,Will Ferrell,holiday elves santaclaus willferrell jamescaan zooeydeschanel jonfavreau jonfavreau jonfavreau comedy family fantasy newlinecinema gold/millerproductions guywalksintoabarproductions
70183,The Ugly Truth,96,https://image.tmdb.org/t/p/w500//2rq96Ihbqb1eU3TEBVtgFlqbeX7.jpg,2009,3,Robert Luketic,1,Comedy,English,1h 36min,4.5,3.9,Katherine Heigl,romanticcomedy romance tvmorningshow katherineheigl gerardbutler ericwinter robertluketic robertluketic robertluketic comedy romance lakeshoreentertainment relativitymedia
7347,Secret Window,96,https://image.tmdb.org/t/p/w500//nSKhvsW9rvct60o363PQpXwNFou.jpg,2004,6,David Koepp,1,Others,English,1h 36min,3.9,3.4,Johnny Depp,alcohol adultery detective johnnydepp johnturturro timothyhutton davidkoepp davidkoepp davidkoepp thriller mystery columbiapicturescorporation pariahentertainmentgroup grandslamproductions
127096,Project Almanac,106,https://image.tmdb.org/t/p/w500//1PeICmYcwEr2qrXROKCclGsdGXh.jpg,2015,6,Dean Israelite,1,Others,English,1h 46min,2.5,2.5,Jonny Weston,timetravel timemachine teenager jonnyweston virginiagardner sofiablack-d'elia deanisraelite deanisraelite deanisraelite sciencefiction thriller paramountpictures mtvfilms platinumdunes
105468,Cloudy with a Chance of Meatballs 2,95,https://image.tmdb.org/t/p/w500//tT2DN1tWk1zpCxqvaaNY8yP8Awn.jpg,2013,4,Cody Cameron,1,Animation,English,1h 35min,5.0,4.3,Bill Hader,inventor food scientist billhader annafaris jamescaan codycameron codycameron codycameron animation family comedy columbiapictures sony
155064,The Neon Demon,117,https://image.tmdb.org/t/p/w500//3rBo2AfWSlvsPmYFdJsNUMfkNIo.jpg,2016,6,Nicolas Winding Refn,1,Others,English,1h 57min,3.5,3.5,Elle Fanning, ellefanning karlglusman jenamalone nicolaswindingrefn nicolaswindingrefn nicolaswindingrefn thriller horror boldfilms amazonstudios vendianentertainment
2402,Rambo: First Blood Part II,96,https://image.tmdb.org/t/p/w500//lIyUiHted0eWUceCx2ZHLnQGmgy.jpg,1985,1,George P. Cosmatos,1,Action,English,1h 36min,3.3,2.8,Sylvester Stallone,usa vietnamveteran submachinegun sylvesterstallone richardcrenna charlesnapier georgep.cosmatos georgep.cosmatos georgep.cosmatos action adventure thriller tristarpictures carolcopictures
69951,The Imaginarium of Doctor Parnassus,123,https://image.tmdb.org/t/p/w500//4MuHf7EoZdYAJQXuGSVF2KjyX1Z.jpg,2009,6,Terry Gilliam,1,Others,English,2h 3min,4.3,3.6,Christopher Plummer,circus immortality christopherplummer heathledger johnnydepp terrygilliam terrygilliam terrygilliam adventure fantasy mystery infinityfeaturesentertainment davis-films téléfilmcanada
46948,Monster House,91,https://image.tmdb.org/t/p/w500//zCRPr4bkO3ae0U1134vJ39xZnAG.jpg,2006,4,Gil Kenan,1,Animation,English,1h 31min,4.0,3.5,Ryan Newman,monster secret toy ryannewman stevebuscemi mitchelmusso gilkenan gilkenan gilkenan animation comedy family columbiapictures amblinentertainment sonypicturesanimation
142536,Burnt,100,https://image.tmdb.org/t/p/w500//iptu4zfvbeULkeuoVkTl2mOqTPS.jpg,2015,5,John Wells,1,Drama,English,1h 40min,2.0,2.0,Bradley Cooper,londonengland cook restaurant bradleycooper siennamiller lilyjames johnwells johnwells johnwells drama doublefeaturefilms peapiefilms 3artsentertainment
110655,Rio 2,102,https://image.tmdb.org/t/p/w500//zlklNQNpxrkAgX6ss7OdH5Cy2Be.jpg,2014,4,Carlos Saldanha,1,Animation,English,1h 42min,3.2,2.6,Jesse Eisenberg,bird sequel jungle jesseeisenberg annehathaway lesliemann carlossaldanha carlossaldanha carlossaldanha animation adventure comedy blueskystudios twentiethcenturyfoxanimation
1801,The Man in the Iron Mask,132,https://image.tmdb.org/t/p/w500//zHE9yRURvA7DyhYtQxkGTfE1Ywi.jpg,1998,1,Randall Wallace,1,Action,English,2h 12min,3.8,3.1,Leonardo DiCaprio,france swordplay mask leonardodicaprio jeremyirons gérarddepardieu randallwallace randallwallace randallwallace action adventure drama unitedartistscorporation
51086,The Number 23,101,https://image.tmdb.org/t/p/w500//blKsJBb39sHeoAUcEyZc3YnpVgM.jpg,2007,6,Joel Schumacher,1,Others,English,1h 41min,4.1,3.3,Jim Carrey,suicide basedonnovel hotelroom jimcarrey virginiamadsen loganlerman joelschumacher joelschumacher joelschumacher thriller drama mystery newlinecinema contrafilm firmfilms
62081,Eagle Eye,118,https://image.tmdb.org/t/p/w500//fVGHvkBgh08jqnG7yuFP6lIOsDb.jpg,2008,6,D.J. Caruso,1,Others,English,1h 58min,4.2,3.6,Shia LaBeouf,artificialintelligence washingtond.c. secretidentity shialabeouf michellemonaghan rosariodawson d.j.caruso d.j.caruso d.j.caruso mystery thriller action dreamworksskg k/opaperproducts goldcrestpictures
85020,The Mechanic,93,https://image.tmdb.org/t/p/w500//fDAEJr4WLZLJQmckA2JZNICt0u3.jpg,2011,1,Simon West,1,Action,English,1h 33min,4.1,3.7,Jason Statham,poison chicago prostitute jasonstatham benfoster donaldsutherland simonwest simonwest simonwest action thriller crime cbsfilms millenniumfilms chartoff-winklerproductions
110591,Oculus,104,https://image.tmdb.org/t/p/w500//iQfaeqhtmf3aTfTNFD73wL5ERJ3.jpg,2013,2,Mike Flanagan,1,Horror,English,1h 44min,3.4,3.0,Karen Gillan,hallucination supernatural karengillan brentonthwaites kateesackhoff mikeflanagan mikeflanagan mikeflanagan horror intrepidpictures blumhouseproductions relativitymedia
2710,The Blair Witch Project,81,https://image.tmdb.org/t/p/w500//9050VGrYjYrEjpOvDZVAngLbg1f.jpg,1999,2,Daniel Myrick,1,Horror,English,1h 21min,3.7,3.0,Michael C. Williams,witch voodoo legend michaelc.williams heatherdonahue joshualeonard danielmyrick danielmyrick danielmyrick horror mystery artisanentertainment haxanfilms
45081,Silent Hill,125,https://image.tmdb.org/t/p/w500//bQkXL0cSlPviaQhxM090knCc5kS.jpg,2006,2,Christophe Gans,1,Horror,English,2h 5min,3.6,2.9,Radha Mitchell,monster motherrole burningofwitches radhamitchell seanbean laurieholden christophegans christophegans christophegans horror mystery silenthilldcpinc. davis-films tristarpictures
45431,Over the Hedge,83,https://image.tmdb.org/t/p/w500//6qKM3Rl1tQgOFO1fMA7DAizWZ5n.jpg,2006,3,Karey Kirkpatrick,1,Comedy,English,1h 23min,3.8,3.1,Bruce Willis,squirrel vororte brucewillis garryshandling stevecarell kareykirkpatrick kareykirkpatrick kareykirkpatrick comedy animation family pacificdataimages(pdi) dreamworksanimation
135518,Self/less,116,https://image.tmdb.org/t/p/w500//b03zZZTE17iH6klsInFOlrgfYRN.jpg,2015,6,Tarsem Singh,1,Others,English,1h 56min,3.6,3.0,Ryan Reynolds,lie immortality terminalillness ryanreynolds benkingsley nataliemartinez tarsemsingh tarsemsingh tarsemsingh sciencefiction mystery thriller endgameentertainment rambergmanproductions
129937,Run All Night,114,https://image.tmdb.org/t/p/w500//frzdzHceByAIlwVKvSvY9zqpjyV.jpg,2015,1,Jaume Collet-Serra,1,Action,English,1h 54min,2.4,1.9,Liam Neeson,hitman revenge murder liamneeson edharris joelkinnaman jaumecollet-serra jaumecollet-serra jaumecollet-serra action crime drama vertigoentertainment energyentertainment ratpac-duneentertainment
80219,Machete,105,https://image.tmdb.org/t/p/w500//dcPSm1rGEFdiEc7DaKz0t5kb66b.jpg,2010,1,Robert Rodriguez,1,Action,English,1h 45min,4.9,4.2,Danny Trejo,immigrationlaw machete dannytrejo michellerodriguez jessicaalba robertrodriguez robertrodriguez robertrodriguez action comedy thriller duneentertainment duneentertainmentiii troublemakerstudios
81782,Unstoppable,98,https://image.tmdb.org/t/p/w500//UjCNGY9qRXJna6dBqAU9dtoK1V.jpg,2010,1,Tony Scott,1,Action,English,1h 38min,3.8,3.3,Denzel Washington, denzelwashington chrispine rosariodawson tonyscott tonyscott tonyscott action thriller twentiethcenturyfoxfilmcorporation scottfreeproductions firmfilms
2006,The Mask of Zorro,136,https://image.tmdb.org/t/p/w500//QBxafkXiqUadYWsVZGhi8qyPT6.jpg,1998,1,Martin Campbell,1,Action,English,2h 16min,4.1,3.7,Antonio Banderas,california spy hero antoniobanderas anthonyhopkins catherinezeta-jones martincampbell martincampbell martincampbell action adventure amblinentertainment tristarpictures
7444,13 Going on 30,98,https://image.tmdb.org/t/p/w500//iNZdSIfhSCMtRILDNyhLn8UKeSG.jpg,2004,3,Gary Winick,1,Comedy,English,1h 38min,3.7,3.1,Jennifer Garner,newyork photographer jennifergarner markruffalo judygreer garywinick garywinick garywinick comedy fantasy romance columbiapictures revolutionstudios thirteenproductions
3285,The Beach,119,https://image.tmdb.org/t/p/w500//wyMjZJNAsvfnW8OS4JWh6TdKWzk.jpg,2000,5,Danny Boyle,1,Drama,English,1h 59min,3.8,3.3,Leonardo DiCaprio,hippie exoticisland beach leonardodicaprio guillaumecanet tildaswinton dannyboyle dannyboyle dannyboyle drama adventure romance figmentfilms
136018,Black Mass,122,https://image.tmdb.org/t/p/w500//nSbpuyd2UySuW7kaoXzYUfes1Bl.jpg,2015,6,Scott Cooper,1,Others,English,2h 2min,3.5,3.5,Johnny Depp,boston basedontruestory organizedcrime johnnydepp joeledgerton benedictcumberbatch scottcooper scottcooper scottcooper crime drama infinitumnihil headgearfilms crosscreekpictures
39446,Saw II,92,https://image.tmdb.org/t/p/w500//gTnaTysN8HsvVQqTRUh8m35mmUA.jpg,2005,2,Darren Lynn Bousman,1,Horror,English,1h 32min,4.2,3.5,Tobin Bell,riddle serialkiller tobinbell shawneesmith donniewahlberg darrenlynnbousman darrenlynnbousman darrenlynnbousman horror lionsgatefilms gotfilms twistedpictures
113573,Sin City: A Dame to Kill For,102,https://image.tmdb.org/t/p/w500//50kALxDX4mmzIRljbNbPY0u4cie.jpg,2014,6,Robert Rodriguez,1,Others,English,1h 42min,3.0,3.0,Mickey Rourke,detective dystopia mickeyrourke jessicaalba joshbrolin robertrodriguez robertrodriguez robertrodriguez crime thriller miramaxfilms troublemakerstudios arfilms
92507,Safe House,115,https://image.tmdb.org/t/p/w500//7SYBPjv5ywF6cI4BSFFtlDyChT2.jpg,2012,1,Daniel Espinosa,1,Action,English,1h 55min,3.9,3.3,Denzel Washington,cia violence denzelwashington ryanreynolds verafarmiga danielespinosa danielespinosa danielespinosa action thriller universalpictures dentsu relativitymedia
140267,The Witch,92,https://image.tmdb.org/t/p/w500//o384OC1tCV8nCnozkM6y4MiSqsw.jpg,2016,6,Robert Eggers,1,Others,English,1h 32min,4.7,4.2,Anya Taylor-Joy,witch newengland anyataylor-joy ralphineson katedickie roberteggers roberteggers roberteggers mystery horror partsandlabor rtfeatures rooksnestentertainment
85367,Just Go with It,117,https://image.tmdb.org/t/p/w500//ez1EDULOCUUCySHOZU6tz97qbtM.jpg,2011,6,Dennis Dugan,1,Others,English,1h 57min,3.4,2.9,Adam Sandler,beach fictitiousmarriage blackmail adamsandler jenniferaniston nicolekidman dennisdugan dennisdugan dennisdugan romance comedy columbiapictures happymadisonproductions
6548,Bad Boys II,147,https://image.tmdb.org/t/p/w500//yCvB5fG5aEPqa1St7ihY6KEAsHD.jpg,2003,6,Michael Bay,1,Others,English,2h 27min,4.1,3.4,Martin Lawrence,miami kukluxklan cuba martinlawrence willsmith jordimollà michaelbay michaelbay michaelbay adventure action comedy columbiapicturescorporation donsimpson/jerrybruckheimerfilms
8371,The Chronicles of Riddick,119,https://image.tmdb.org/t/p/w500//iSaB7jBgsU6sXqKneZpdeRw5MSV.jpg,2004,1,David Twohy,1,Action,English,1h 59min,4.0,3.5,Vin Diesel,prison dystopia matteroflifeanddeath vindiesel thandienewton karlurban davidtwohy davidtwohy davidtwohy action sciencefiction oneracefilms radarpictures
59501,The Chronicles of Narnia: Prince Caspian,150,https://image.tmdb.org/t/p/w500//g2fnrbnvynLIMN8954yL8y6ZXsO.jpg,2008,6,Andrew Adamson,1,Others,English,2h 30min,4.0,3.4,Ben Barnes,basedonnovel fictionalplace brothersisterrelationship benbarnes williammoseley annapopplewell andrewadamson andrewadamson andrewadamson adventure family fantasy waltdisney waldenmedia stillkingfilms
63859,Bolt,98,https://image.tmdb.org/t/p/w500//z9VHoUcZ1GiH3f3qYz7Me7Zc1Fd.jpg,2008,4,Chris Williams,1,Animation,English,1h 38min,4.1,3.7,John Travolta,hamster kidsandfamily animal johntravolta mileycyrus susieessman chriswilliams chriswilliams chriswilliams animation family adventure waltdisneyanimationstudios
104241,Kick-Ass 2,103,https://image.tmdb.org/t/p/w500//4LUzG0blTn6JMhUwXSmjPqNFNXL.jpg,2013,1,Jeff Wadlow,1,Action,English,1h 43min,3.2,2.5,Aaron Taylor-Johnson,crimefighter secretidentity marvelcomic aarontaylor-johnson chloëgracemoretz christophermintz-plasse jeffwadlow jeffwadlow jeffwadlow action adventure crime universalpictures marvfilms
122890,Warcraft,123,https://image.tmdb.org/t/p/w500//k3a41SS1q5xmbvzPvzTIfG7GDlp.jpg,2016,1,Duncan Jones,1,Action,English,2h 3min,4.8,4.4,Paula Patton,videogame elves orcs paulapatton travisfimmel benfoster duncanjones duncanjones duncanjones action adventure fantasy universalpictures atlasentertainment legendarypictures
